cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;n_studenti;trial_error;rank_trial_error
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F5102P019;PSICOLOGIA DELLE CONDOTTE FINANZIARIE;F5102P019 - PSICOLOGIA DELLE CONDOTTE FINANZIARIE;8;0.438;3
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M055;STRATEGIE DI INVESTIMENTO;F1601M055 - STRATEGIE DI INVESTIMENTO;47;0.426;4
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M058;DIRITTO DEI MERCATI FINANZIARI;F1601M058 - DIRITTO DEI MERCATI FINANZIARI;61;0.262;5
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M084;INVESTMENT BANKING;F1601M084 - INVESTMENT BANKING;55;0.255;6
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M065;METODI QUANTITATIVI PER LE ASSICURAZIONI;F1601M065 - METODI QUANTITATIVI PER LE ASSICURAZIONI;21;0.238;7
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M053;STATISTICA PER LA FINANZA;F1601M053 - STATISTICA PER LA FINANZA;38;0.224;8
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M064;ADVANCED DERIVATIVES;F1601M064 - ADVANCED DERIVATIVES;24;0.188;9
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M062;RISCHI ASSICURATIVI;F1601M062 - RISCHI ASSICURATIVI;11;0.182;10
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M050;ECONOMETRICS;F1601M050 - ECONOMETRICS;67;0.149;11
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M051;QUANTITATIVE FINANCE;F1601M051 - QUANTITATIVE FINANCE;87;0.144;12
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M054;FINANCIAL ECONOMICS;F1601M054 - FINANCIAL ECONOMICS;74;0.142;13
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M052;CORPORATE FINANCE;F1601M052 - CORPORATE FINANCE;95;0.084;14
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M060;INTERNATIONAL FINANCIAL MARKETS;F1601M060 - INTERNATIONAL FINANCIAL MARKETS;7;0.071;15
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M066;CULTURA STORICA GIURIDICA E LINGUISTICA INGLESE;F1601M066 - CULTURA STORICA GIURIDICA E LINGUISTICA INGLESE;65;0.054;16
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M057;BANK MANAGEMENT;F1601M057 - BANK MANAGEMENT;36;0.028;17
F1601M;ECONOMIA E FINANZA;F1601M - ECONOMIA E FINANZA;F1601M061;FINANCIAL RISK THEORY;F1601M061 - FINANCIAL RISK THEORY;29;0.017;18
F1701Q;FISICA;F1701Q - FISICA;F1701Q138;RADIAZIONI ELETTROMAGNETICHE NON IONIZZANTI;F1701Q138 - RADIAZIONI ELETTROMAGNETICHE NON IONIZZANTI;5;0.5;1
F1701Q;FISICA;F1701Q - FISICA;F1701Q118;FISICA DEI SEMICONDUTTORI;F1701Q118 - FISICA DEI SEMICONDUTTORI;6;0.417;2
F1701Q;FISICA;F1701Q - FISICA;F1701Q127;MICROSCOPIA OTTICA;F1701Q127 - MICROSCOPIA OTTICA;3;0.333;3
F1701Q;FISICA;F1701Q - FISICA;F1701Q131;LABORATORIO DI FISICA DEI PLASMI I;F1701Q131 - LABORATORIO DI FISICA DEI PLASMI I;4;0.25;4
F1701Q;FISICA;F1701Q - FISICA;F1701Q106;RADIOATTIVITA';F1701Q106 - RADIOATTIVITA';4;0.25;4
F1701Q;FISICA;F1701Q - FISICA;F1701Q094;ENERGETICA;F1701Q094 - ENERGETICA;14;0.25;4
F1701Q;FISICA;F1701Q - FISICA;F1701Q116;ELETTRONICA;F1701Q116 - ELETTRONICA;7;0.214;5
F1701Q;FISICA;F1701Q - FISICA;F1701Q096;ANALISI STATISTICA DEI DATI;F1701Q096 - ANALISI STATISTICA DEI DATI;5;0.2;6
F1701Q;FISICA;F1701Q - FISICA;F1701Q083;TERMODINAMICA STATISTICA COMPUTAZIONALE DEI SOLIDI;F1701Q083 - TERMODINAMICA STATISTICA COMPUTAZIONALE DEI SOLIDI;16;0.156;7
F1701Q;FISICA;F1701Q - FISICA;F1701Q097;FISICA DELLO STATO SOLIDO;F1701Q097 - FISICA DELLO STATO SOLIDO;15;0.133;8
F1701Q;FISICA;F1701Q - FISICA;F5301Q032;NANOTECNOLOGIE;F5301Q032 - NANOTECNOLOGIE;8;0.125;9
F1701Q;FISICA;F1701Q - FISICA;F1701Q132;LABORATORIO DI FISICA DEI PLASMI II;F1701Q132 - LABORATORIO DI FISICA DEI PLASMI II;4;0.125;9
F1701Q;FISICA;F1701Q - FISICA;F5301Q017;DISPOSITIVI ELETTRONICI;F5301Q017 - DISPOSITIVI ELETTRONICI;5;0.1;10
F1701Q;FISICA;F1701Q - FISICA;F1701Q130;LABORATORIO DI STATO SOLIDO ED ELETTRONICA II;F1701Q130 - LABORATORIO DI STATO SOLIDO ED ELETTRONICA II;16;0.094;11
F1701Q;FISICA;F1701Q - FISICA;F1701Q081;MECCANICA STATISTICA;F1701Q081 - MECCANICA STATISTICA;16;0.094;11
F1701Q;FISICA;F1701Q - FISICA;F1701Q121;LABORATORIO DI MISURE NUCLEARI E SUBNUCLEARI I;F1701Q121 - LABORATORIO DI MISURE NUCLEARI E SUBNUCLEARI I;6;0.083;12
F1701Q;FISICA;F1701Q - FISICA;F7501Q077;FISICA DELL'ATMOSFERA;F7501Q077 - FISICA DELL'ATMOSFERA;7;0.071;13
F1701Q;FISICA;F1701Q - FISICA;F1701Q129;LABORATORIO DI STATO SOLIDO ED ELETTRONICA I;F1701Q129 - LABORATORIO DI STATO SOLIDO ED ELETTRONICA I;14;0.071;13
F1701Q;FISICA;F1701Q - FISICA;F1701Q100;FISICA TEORICA II;F1701Q100 - FISICA TEORICA II;9;0.056;14
F1701Q;FISICA;F1701Q - FISICA;F1701Q080;FISICA TEORICA I;F1701Q080 - FISICA TEORICA I;13;0.038;15
F1701Q;FISICA;F1701Q - FISICA;F5801Q045;COSMOLOGIA;F5801Q045 - COSMOLOGIA;3;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F5301Q049;FISICA DEI DIELETTRICI;F5301Q049 - FISICA DEI DIELETTRICI;3;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F5301Q033;MATERIALI E DISPOSITIVI PER L'ENERGIA;F5301Q033 - MATERIALI E DISPOSITIVI PER L'ENERGIA;5;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1801Q139;INFORMATICA INDUSTRIALE;F1801Q139 - INFORMATICA INDUSTRIALE;7;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q125;BIOFOTONICA;F1701Q125 - BIOFOTONICA;9;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q124;LABORATORIO DI BIOFOTONICA II;F1701Q124 - LABORATORIO DI BIOFOTONICA II;8;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q123;LABORATORIO DI MISURE NUCLEARI E SUBNUCLEARI II;F1701Q123 - LABORATORIO DI MISURE NUCLEARI E SUBNUCLEARI II;5;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q120;LABORATORIO DI BIOFOTONICA I;F1701Q120 - LABORATORIO DI BIOFOTONICA I;8;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q103;FISICA DELLE SUPERFICI;F1701Q103 - FISICA DELLE SUPERFICI;3;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q098;METODI MATEMATICI DELLA FISICA;F1701Q098 - METODI MATEMATICI DELLA FISICA;6;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q091;FISICA DEI PLASMI II;F1701Q091 - FISICA DEI PLASMI II;3;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q090;FISICA DEI PLASMI I;F1701Q090 - FISICA DEI PLASMI I;10;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q088;RIVELATORI DI RADIAZIONI;F1701Q088 - RIVELATORI DI RADIAZIONI;6;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F1701Q084;RELATIVITA' GENERALE;F1701Q084 - RELATIVITA' GENERALE;7;0.0;16
F1701Q;FISICA;F1701Q - FISICA;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;6;0.0;16
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q134;APPRENDIMENTO AUTOMATICO;F1801Q134 - APPRENDIMENTO AUTOMATICO;78;0.506;1
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q103;SISTEMI INFORMATIVI;F1801Q103 - SISTEMI INFORMATIVI;7;0.5;2
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q104;DATA ANALYTICS;F1801Q104 - DATA ANALYTICS;18;0.417;3
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q126;LABORATORIO DI INTERACTION DESIGN;F1801Q126 - LABORATORIO DI INTERACTION DESIGN;5;0.4;4
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q132;MODELLI E COMPUTAZIONE;F1801Q132 - MODELLI E COMPUTAZIONE;88;0.335;5
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q123;SICUREZZA INFORMATICA;F1801Q123 - SICUREZZA INFORMATICA;46;0.304;6
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q124;TECNOLOGIE ED APPLICAZIONI DEI SISTEMI DISTRIBUITI;F1801Q124 - TECNOLOGIE ED APPLICAZIONI DEI SISTEMI DISTRIBUITI;5;0.3;7
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q106;INTELLIGENZA ARTIFICIALE;F1801Q106 - INTELLIGENZA ARTIFICIALE;12;0.292;8
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q122;TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA;F1801Q122 - TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA;19;0.289;9
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q120;INFORMATICA GRAFICA;F1801Q120 - INFORMATICA GRAFICA;14;0.286;10
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q105;DATA AND TEXT MINING;F1801Q105 - DATA AND TEXT MINING;11;0.273;11
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q110;INFORMATION RETRIEVAL;F1801Q110 - INFORMATION RETRIEVAL;30;0.267;12
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q117;SISTEMI DI CALCOLO PARALLELO;F1801Q117 - SISTEMI DI CALCOLO PARALLELO;5;0.2;13
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q116;EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING;F1801Q116 - EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING;11;0.182;14
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q129;SISTEMI E SERVIZI DI TELECOMUNICAZIONE;F1801Q129 - SISTEMI E SERVIZI DI TELECOMUNICAZIONE;51;0.137;15
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q107;SISTEMI COMPLESSI: MODELLI E SIMULAZIONE;F1801Q107 - SISTEMI COMPLESSI: MODELLI E SIMULAZIONE;18;0.111;16
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q139;INFORMATICA INDUSTRIALE;F1801Q139 - INFORMATICA INDUSTRIALE;25;0.08;17
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q128;METODI DEL CALCOLO SCIENTIFICO;F1801Q128 - METODI DEL CALCOLO SCIENTIFICO;52;0.077;18
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q121;DATA WAREHOUSE;F1801Q121 - DATA WAREHOUSE;14;0.071;19
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q125;SISTEMI COMPLESSI E INCERTI;F1801Q125 - SISTEMI COMPLESSI E INCERTI;8;0.063;20
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q119;IMAGING DIGITALE;F1801Q119 - IMAGING DIGITALE;12;0.042;21
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q115;QUALITA' DEL SOFTWARE;F1801Q115 - QUALITA' DEL SOFTWARE;35;0.029;22
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q127;MODELLI PROBABILISTICI PER LE DECISIONI;F1801Q127 - MODELLI PROBABILISTICI PER LE DECISIONI;76;0.026;23
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q130;ARCHITETTURE DEL SOFTWARE E DEI DATI;F1801Q130 - ARCHITETTURE DEL SOFTWARE E DEI DATI;94;0.021;24
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q137;LABORATORIO DI PROGETTAZIONE;F1801Q137 - LABORATORIO DI PROGETTAZIONE;51;0.02;25
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q142;SCIENZA DEI SERVIZI;F1801Q142 - SCIENZA DEI SERVIZI;6;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q141;FONDAMENTI LOGICO MATEMATICI DELL'INFORMATICA;F1801Q141 - FONDAMENTI LOGICO MATEMATICI DELL'INFORMATICA;4;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q138;PERCEZIONE E ROBOTICA;F1801Q138 - PERCEZIONE E ROBOTICA;5;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q136;INFORMATICA PER L'ORGANIZZAZIONE;F1801Q136 - INFORMATICA PER L'ORGANIZZAZIONE;8;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q114;UBIQUITOUS E CONTEXT-AWARE COMPUTING;F1801Q114 - UBIQUITOUS E CONTEXT-AWARE COMPUTING;5;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q113;PROCESSO E SVILUPPO;F1801Q113 - PROCESSO E SVILUPPO;16;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q111;GESTIONE DELLA CONOSCENZA;F1801Q111 - GESTIONE DELLA CONOSCENZA;7;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q109;BIOLOGIA COMPUTAZIONALE;F1801Q109 - BIOLOGIA COMPUTAZIONALE;5;0.0;26
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q108;BIOINFORMATICA;F1801Q108 - BIOINFORMATICA;9;0.0;26
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q074;ANALISI ARMONICA;F4001Q074 - ANALISI ARMONICA;5;0.9;1
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q094;METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO;F4001Q094 - METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO;7;0.857;2
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q071;GEOMETRIA DIFFERENZIALE;F4001Q071 - GEOMETRIA DIFFERENZIALE;3;0.5;3
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q095;METODI MATEMATICI PER L?ANALISI ECONOMICA ? OTTIMIZZAZIONE E ANALISI CONVESSA;F4001Q095 - METODI MATEMATICI PER L?ANALISI ECONOMICA ? OTTIMIZZAZIONE E ANALISI CONVESSA;4;0.375;4
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q080;MODELLAZIONE GEOMETRICA E GRAFICA COMPUTAZIONALE;F4001Q080 - MODELLAZIONE GEOMETRICA E GRAFICA COMPUTAZIONALE;4;0.375;4
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q073;TEORIA DEI NUMERI E CRITTOGRAFIA;F4001Q073 - TEORIA DEI NUMERI E CRITTOGRAFIA;10;0.35;5
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q099;GEOMETRIA SIMPLETTICA;F4001Q099 - GEOMETRIA SIMPLETTICA;9;0.333;6
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q090;COMBINATORICA ALGEBRICA;F4001Q090 - COMBINATORICA ALGEBRICA;9;0.333;6
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q083;ARGOMENTI DI GEOMETRIA E TOPOLOGIA;F4001Q083 - ARGOMENTI DI GEOMETRIA E TOPOLOGIA;9;0.278;7
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q055;ANALISI SUPERIORE;F4001Q055 - ANALISI SUPERIORE;11;0.273;8
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q084;MATEMATICA ELEMENTARE;F4001Q084 - MATEMATICA ELEMENTARE;8;0.25;9
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q063;METODI DELLA FISICA MATEMATICA;F4001Q063 - METODI DELLA FISICA MATEMATICA;6;0.25;9
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q072;TEORIA DELLE RAPPRESENTAZIONI;F4001Q072 - TEORIA DELLE RAPPRESENTAZIONI;7;0.214;10
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q079;GEOMETRIA E FISICA;F4001Q079 - GEOMETRIA E FISICA;10;0.2;11
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q082;TEORIA GEOMETRICA DEI GRUPPI;F4001Q082 - TEORIA GEOMETRICA DEI GRUPPI;4;0.125;12
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q078;MECCANICA SUPERIORE;F4001Q078 - MECCANICA SUPERIORE;4;0.125;12
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q059;PROCESSI STOCASTICI;F4001Q059 - PROCESSI STOCASTICI;9;0.111;13
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q064;APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI;F4001Q064 - APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI;16;0.094;14
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q033;PREPARAZIONE DI ESPERIENZE DIDATTICHE;F4001Q033 - PREPARAZIONE DI ESPERIENZE DIDATTICHE;6;0.083;15
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q081;MODELLI E METODI DI APPROSSIMAZIONE;F4001Q081 - MODELLI E METODI DI APPROSSIMAZIONE;7;0.071;16
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q096;STORIA DELLA MATEMATICA;F4001Q096 - STORIA DELLA MATEMATICA;4;0.0;17
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q087;METODI MATEMATICI PER LA FISICA MODERNA;F4001Q087 - METODI MATEMATICI PER LA FISICA MODERNA;4;0.0;17
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q076;ANALISI REALE ED EQUAZIONI DIFFERENZIALI;F4001Q076 - ANALISI REALE ED EQUAZIONI DIFFERENZIALI;3;0.0;17
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q075;ANALISI FUNZIONALE;F4001Q075 - ANALISI FUNZIONALE;3;0.0;17
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N009;GEOGRAFIA;F4901N009 - GEOGRAFIA;50;0.43;1
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N001;INGLESE PER IL TURISMO;F4901N001 - INGLESE PER IL TURISMO;40;0.413;2
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N015;RELAZIONI INTERCULTURALI;F4901N015 - RELAZIONI INTERCULTURALI;12;0.25;3
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N071;METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE;F4901N071 - METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE;43;0.209;4
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N004;STORIA DELLE POLITICHE CULTURALI;F4901N004 - STORIA DELLE POLITICHE CULTURALI;43;0.209;4
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N003;COMUNICAZIONE PER IL TURISMO;F4901N003 - COMUNICAZIONE PER IL TURISMO;18;0.194;5
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N075;ECOLOGIA;F4901N075 - ECOLOGIA;12;0.167;6
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N074;GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI;F4901N074 - GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI;9;0.167;6
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N070;DEMOGRAFIA INTERNAZIONALE;F4901N070 - DEMOGRAFIA INTERNAZIONALE;51;0.127;7
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N076;MANAGEMENT PER LE IMPRESE TURISTICHE;F4901N076 - MANAGEMENT PER LE IMPRESE TURISTICHE;17;0.059;8
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N066;TURISTI E SCENARI TURISTICI;F4901N066 - TURISTI E SCENARI TURISTICI;19;0.026;9
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N073;MARKETING URBANO;F4901N073 - MARKETING URBANO;45;0.011;10
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N072;ECONOMIA DELLA GOVERNANCE GLOBALE;F4901N072 - ECONOMIA DELLA GOVERNANCE GLOBALE;39;0.0;11
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N069;MEDIA E TURISMO;F4901N069 - MEDIA E TURISMO;5;0.0;11
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N067;ELEMENTI DI DIRITTO INTERNAZIONALE;F4901N067 - ELEMENTI DI DIRITTO INTERNAZIONALE;13;0.0;11
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N050;TURISMO E SVILUPPO LOCALE;F4901N050 - TURISMO E SVILUPPO LOCALE;12;0.0;11
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N013;POLITICHE PER LO SVILUPPO RURALE;F4901N013 - POLITICHE PER LO SVILUPPO RURALE;10;0.0;11
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P139;PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;F5101P139 - PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;126;0.357;1
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P121;NEUROPSICOLOGIA DELLO SVILUPPO;F5101P121 - NEUROPSICOLOGIA DELLO SVILUPPO;60;0.317;2
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P137;NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI;F5101P137 - NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI;144;0.253;3
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5102P015;PSICOLOGIA DELLE INFLUENZE SOCIALI;F5102P015 - PSICOLOGIA DELLE INFLUENZE SOCIALI;3;0.167;4
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P126;PSICOBIOLOGIA DEL CICLO DI VITA;F5101P126 - PSICOBIOLOGIA DEL CICLO DI VITA;214;0.105;5
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P138;DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO;F5101P138 - DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO;32;0.078;6
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P140;PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO;F5101P140 - PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO;21;0.048;7
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5103P006;PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA;F5103P006 - PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA;11;0.0;8
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5102P022;INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE;F5102P022 - INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE;8;0.0;8
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P017;PSICOLOGIA DEI CONSUMI;F5102P017 - PSICOLOGIA DEI CONSUMI;48;0.823;1
