cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;dtappello;numero_iscritti
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q047;BIOCHIMICA INDUSTRIALE;F0802Q047 - BIOCHIMICA INDUSTRIALE;20/07/2017;13
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q047;BIOCHIMICA INDUSTRIALE;F0802Q047 - BIOCHIMICA INDUSTRIALE;12/09/2017;5
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q047;BIOCHIMICA INDUSTRIALE;F0802Q047 - BIOCHIMICA INDUSTRIALE;16/10/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q048;MICROBIOLOGIA AMBIENTALE;F0802Q048 - MICROBIOLOGIA AMBIENTALE;26/01/2017;6
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q048;MICROBIOLOGIA AMBIENTALE;F0802Q048 - MICROBIOLOGIA AMBIENTALE;16/02/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q048;MICROBIOLOGIA AMBIENTALE;F0802Q048 - MICROBIOLOGIA AMBIENTALE;10/05/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q048;MICROBIOLOGIA AMBIENTALE;F0802Q048 - MICROBIOLOGIA AMBIENTALE;13/06/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q048;MICROBIOLOGIA AMBIENTALE;F0802Q048 - MICROBIOLOGIA AMBIENTALE;11/07/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;19/01/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;16/02/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;08/06/2017;5
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;13/07/2017;10
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;21/09/2017;15
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;19/10/2017;14
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q050;NANOBIOTECNOLOGIE;F0802Q050 - NANOBIOTECNOLOGIE;14/12/2017;9
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;23/01/2017;8
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;14/02/2017;19
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;04/05/2017;28
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;07/06/2017;8
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;03/07/2017;7
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;11/09/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;27/10/2017;9
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q051;PROPRIETA' INTELLETTUALE;F0802Q051 - PROPRIETA' INTELLETTUALE;15/12/2017;4
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;19/01/2017;6
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;17/02/2017;14
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;18/05/2017;26
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;16/06/2017;12
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;17/07/2017;7
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;11/09/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;16/10/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q054;METODOLOGIE BIOINFORMATICHE;F0802Q054 - METODOLOGIE BIOINFORMATICHE;14/12/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q055;IMMUNOLOGIA APPLICATA;F0802Q055 - IMMUNOLOGIA APPLICATA;19/05/2017;5
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q055;IMMUNOLOGIA APPLICATA;F0802Q055 - IMMUNOLOGIA APPLICATA;28/07/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q055;IMMUNOLOGIA APPLICATA;F0802Q055 - IMMUNOLOGIA APPLICATA;03/11/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;31/01/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;23/02/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;09/05/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;06/06/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;06/07/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;06/09/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q056;PROTEOMICA;F0802Q056 - PROTEOMICA;05/10/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q058;INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;F0802Q058 - INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;20/06/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q058;INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;F0802Q058 - INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;24/07/2017;11
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q058;INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;F0802Q058 - INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;05/09/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q058;INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;F0802Q058 - INGEGNERIA METABOLICA E BIOPROCESSI DI NUOVA GENERAZIONE;03/10/2017;9
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;25/01/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;26/05/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;21/06/2017;7
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;10/07/2017;9
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;20/09/2017;10
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;27/10/2017;6
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q059;FARMACOLOGIA APPLICATA;F0802Q059 - FARMACOLOGIA APPLICATA;15/12/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q060;INGEGNERIA DI PROCESSO;F0802Q060 - INGEGNERIA DI PROCESSO;26/01/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q060;INGEGNERIA DI PROCESSO;F0802Q060 - INGEGNERIA DI PROCESSO;23/02/2017;4
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q060;INGEGNERIA DI PROCESSO;F0802Q060 - INGEGNERIA DI PROCESSO;25/05/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q060;INGEGNERIA DI PROCESSO;F0802Q060 - INGEGNERIA DI PROCESSO;21/09/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q060;INGEGNERIA DI PROCESSO;F0802Q060 - INGEGNERIA DI PROCESSO;26/10/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;20/01/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;27/02/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;18/05/2017;4
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;13/06/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;14/07/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;18/09/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q063;BIOCHIMICA DEI TUMORI;F0802Q063 - BIOCHIMICA DEI TUMORI;09/10/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q064;NEUROBIOCHIMICA;F0802Q064 - NEUROBIOCHIMICA;22/05/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q064;NEUROBIOCHIMICA;F0802Q064 - NEUROBIOCHIMICA;20/06/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q064;NEUROBIOCHIMICA;F0802Q064 - NEUROBIOCHIMICA;20/07/2017;4
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q064;NEUROBIOCHIMICA;F0802Q064 - NEUROBIOCHIMICA;22/09/2017;8
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q064;NEUROBIOCHIMICA;F0802Q064 - NEUROBIOCHIMICA;20/10/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q066;CHIMICA ORGANICA FARMACEUTICA;F0802Q066 - CHIMICA ORGANICA FARMACEUTICA;16/02/2017;7
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q066;CHIMICA ORGANICA FARMACEUTICA;F0802Q066 - CHIMICA ORGANICA FARMACEUTICA;08/06/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q066;CHIMICA ORGANICA FARMACEUTICA;F0802Q066 - CHIMICA ORGANICA FARMACEUTICA;06/07/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q067;SOCIOLOGIA E COMUNICAZIONE DELLA SCIENZA;F0802Q067 - SOCIOLOGIA E COMUNICAZIONE DELLA SCIENZA;12/07/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q067;SOCIOLOGIA E COMUNICAZIONE DELLA SCIENZA;F0802Q067 - SOCIOLOGIA E COMUNICAZIONE DELLA SCIENZA;11/10/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q068;COMPUTATIONAL SYSTEMS BIOLOGY;F0802Q068 - COMPUTATIONAL SYSTEMS BIOLOGY;11/07/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q068;COMPUTATIONAL SYSTEMS BIOLOGY;F0802Q068 - COMPUTATIONAL SYSTEMS BIOLOGY;29/09/2017;2
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q068;COMPUTATIONAL SYSTEMS BIOLOGY;F0802Q068 - COMPUTATIONAL SYSTEMS BIOLOGY;30/10/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q069;SYSTEMS BIOCHEMISTRY;F0802Q069 - SYSTEMS BIOCHEMISTRY;23/02/2017;3
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F0802Q069;SYSTEMS BIOCHEMISTRY;F0802Q069 - SYSTEMS BIOCHEMISTRY;25/05/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F7501Q020;TOSSICOLOGIA AMBIENTALE;F7501Q020 - TOSSICOLOGIA AMBIENTALE;25/07/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F7501Q020;TOSSICOLOGIA AMBIENTALE;F7501Q020 - TOSSICOLOGIA AMBIENTALE;26/09/2017;1
F0802Q;BIOTECNOLOGIE INDUSTRIALI;F0802Q - BIOTECNOLOGIE INDUSTRIALI;F7501Q090;MICROBIOLOGIA APPLICATA;F7501Q090 - MICROBIOLOGIA APPLICATA;20/04/2017;1
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0601Q071;IMMUNOLOGIA APPLICATA;F0601Q071 - IMMUNOLOGIA APPLICATA;19/05/2017;2
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D025;BIOTECNOLOGIE MICROBICHE;F0901D025 - BIOTECNOLOGIE MICROBICHE;12/06/2017;8
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D025;BIOTECNOLOGIE MICROBICHE;F0901D025 - BIOTECNOLOGIE MICROBICHE;26/06/2017;12
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D025;BIOTECNOLOGIE MICROBICHE;F0901D025 - BIOTECNOLOGIE MICROBICHE;13/07/2017;7
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D025;BIOTECNOLOGIE MICROBICHE;F0901D025 - BIOTECNOLOGIE MICROBICHE;01/09/2017;2
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D025;BIOTECNOLOGIE MICROBICHE;F0901D025 - BIOTECNOLOGIE MICROBICHE;15/09/2017;10
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D027;IMAGING MOLECOLARE IN VIVO;F0901D027 - IMAGING MOLECOLARE IN VIVO;07/06/2017;32
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D027;IMAGING MOLECOLARE IN VIVO;F0901D027 - IMAGING MOLECOLARE IN VIVO;12/07/2017;3
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D027;IMAGING MOLECOLARE IN VIVO;F0901D027 - IMAGING MOLECOLARE IN VIVO;20/09/2017;2
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D029;BIOTECNOLOGIE IN DIAGNOSTICA;F0901D029 - BIOTECNOLOGIE IN DIAGNOSTICA;09/06/2017;3
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D029;BIOTECNOLOGIE IN DIAGNOSTICA;F0901D029 - BIOTECNOLOGIE IN DIAGNOSTICA;29/06/2017;5
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D029;BIOTECNOLOGIE IN DIAGNOSTICA;F0901D029 - BIOTECNOLOGIE IN DIAGNOSTICA;14/07/2017;19
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D029;BIOTECNOLOGIE IN DIAGNOSTICA;F0901D029 - BIOTECNOLOGIE IN DIAGNOSTICA;08/09/2017;6
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D029;BIOTECNOLOGIE IN DIAGNOSTICA;F0901D029 - BIOTECNOLOGIE IN DIAGNOSTICA;29/09/2017;10
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D029;BIOTECNOLOGIE IN DIAGNOSTICA;F0901D029 - BIOTECNOLOGIE IN DIAGNOSTICA;29/11/2017;5
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;18/11/2016;19
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;14/12/2016;17
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;20/01/2017;4
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;17/02/2017;3
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;19/05/2017;1
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;21/06/2017;1
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D034;LA GENETICA NELLA PRATICA CLINICA;F0901D034 - LA GENETICA NELLA PRATICA CLINICA;15/11/2017;3
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D039;BIOTECHNOLOGY APPLICATIONS IN THERAPY;F0901D039 - BIOTECHNOLOGY APPLICATIONS IN THERAPY;13/12/2016;10
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D039;BIOTECHNOLOGY APPLICATIONS IN THERAPY;F0901D039 - BIOTECHNOLOGY APPLICATIONS IN THERAPY;03/02/2017;5
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D039;BIOTECHNOLOGY APPLICATIONS IN THERAPY;F0901D039 - BIOTECHNOLOGY APPLICATIONS IN THERAPY;24/03/2017;10
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D039;BIOTECHNOLOGY APPLICATIONS IN THERAPY;F0901D039 - BIOTECHNOLOGY APPLICATIONS IN THERAPY;26/05/2017;5
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D039;BIOTECHNOLOGY APPLICATIONS IN THERAPY;F0901D039 - BIOTECHNOLOGY APPLICATIONS IN THERAPY;08/09/2017;4
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D039;BIOTECHNOLOGY APPLICATIONS IN THERAPY;F0901D039 - BIOTECHNOLOGY APPLICATIONS IN THERAPY;05/12/2017;5
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D040;GENOMICA FUNZIONALE;F0901D040 - GENOMICA FUNZIONALE;26/01/2017;27
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D040;GENOMICA FUNZIONALE;F0901D040 - GENOMICA FUNZIONALE;22/02/2017;13
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D040;GENOMICA FUNZIONALE;F0901D040 - GENOMICA FUNZIONALE;08/06/2017;2
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D040;GENOMICA FUNZIONALE;F0901D040 - GENOMICA FUNZIONALE;05/07/2017;1
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D040;GENOMICA FUNZIONALE;F0901D040 - GENOMICA FUNZIONALE;19/09/2017;1
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D041;MEDICINA MOLECOLARE;F0901D041 - MEDICINA MOLECOLARE;30/01/2017;4
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D041;MEDICINA MOLECOLARE;F0901D041 - MEDICINA MOLECOLARE;27/02/2017;20
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D041;MEDICINA MOLECOLARE;F0901D041 - MEDICINA MOLECOLARE;19/06/2017;6
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D041;MEDICINA MOLECOLARE;F0901D041 - MEDICINA MOLECOLARE;18/09/2017;2
F0901D;BIOTECNOLOGIE MEDICHE;F0901D - BIOTECNOLOGIE MEDICHE;F0901D042;NANOMEDICINA;F0901D042 - NANOMEDICINA;25/01/2017;21
