cdscod;cds;cdscod_cds;adcod;ad;adcod_ad;voto_medio_norm;ratio_promossi_iscritti;rating;rank_best;rank_worst
F1701Q;FISICA;F1701Q - FISICA;F1701Q080;FISICA TEORICA I;F1701Q080 - FISICA TEORICA I;0.904;0.929;0.9115;7;9
F1701Q;FISICA;F1701Q - FISICA;F7501Q077;FISICA DELL'ATMOSFERA;F7501Q077 - FISICA DELL'ATMOSFERA;0.917;0.875;0.9044;8;8
F1701Q;FISICA;F1701Q - FISICA;F1701Q100;FISICA TEORICA II;F1701Q100 - FISICA TEORICA II;0.898;0.9;0.8986;9;7
F1701Q;FISICA;F1701Q - FISICA;F1701Q097;FISICA DELLO STATO SOLIDO;F1701Q097 - FISICA DELLO STATO SOLIDO;0.897;0.765;0.8574;10;6
F1701Q;FISICA;F1701Q - FISICA;F1701Q081;MECCANICA STATISTICA;F1701Q081 - MECCANICA STATISTICA;0.865;0.813;0.8494;11;5
F1701Q;FISICA;F1701Q - FISICA;F1701Q083;TERMODINAMICA STATISTICA COMPUTAZIONALE DEI SOLIDI;F1701Q083 - TERMODINAMICA STATISTICA COMPUTAZIONALE DEI SOLIDI;0.833;0.75;0.8081;12;4
F1701Q;FISICA;F1701Q - FISICA;F1701Q138;RADIAZIONI ELETTROMAGNETICHE NON IONIZZANTI;F1701Q138 - RADIAZIONI ELETTROMAGNETICHE NON IONIZZANTI;0.917;0.5;0.7919;13;3
F1701Q;FISICA;F1701Q - FISICA;F5301Q032;NANOTECNOLOGIE;F5301Q032 - NANOTECNOLOGIE;0.75;0.875;0.7875;14;2
F1701Q;FISICA;F1701Q - FISICA;F1701Q116;ELETTRONICA;F1701Q116 - ELETTRONICA;0.617;0.625;0.6194;15;1
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q113;PROCESSO E SVILUPPO;F1801Q113 - PROCESSO E SVILUPPO;0.969;1.0;0.9783;1;25
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q137;LABORATORIO DI PROGETTAZIONE;F1801Q137 - LABORATORIO DI PROGETTAZIONE;0.966;0.961;0.9645;2;24
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q115;QUALITA' DEL SOFTWARE;F1801Q115 - QUALITA' DEL SOFTWARE;0.944;0.944;0.944;3;23
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q139;INFORMATICA INDUSTRIALE;F1801Q139 - INFORMATICA INDUSTRIALE;0.982;0.852;0.943;4;22
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q128;METODI DEL CALCOLO SCIENTIFICO;F1801Q128 - METODI DEL CALCOLO SCIENTIFICO;0.974;0.864;0.941;5;21
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q107;SISTEMI COMPLESSI: MODELLI E SIMULAZIONE;F1801Q107 - SISTEMI COMPLESSI: MODELLI E SIMULAZIONE;1.0;0.778;0.9334;6;20
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q125;SISTEMI COMPLESSI E INCERTI;F1801Q125 - SISTEMI COMPLESSI E INCERTI;0.917;0.875;0.9044;7;19
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q130;ARCHITETTURE DEL SOFTWARE E DEI DATI;F1801Q130 - ARCHITETTURE DEL SOFTWARE E DEI DATI;0.87;0.958;0.8964;8;18
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q116;EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING;F1801Q116 - EVOLUZIONE DEI SISTEMI SOFTWARE E REVERSE ENGINEERING;0.972;0.692;0.888;9;17
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q119;IMAGING DIGITALE;F1801Q119 - IMAGING DIGITALE;0.868;0.923;0.8845;10;16
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q121;DATA WAREHOUSE;F1801Q121 - DATA WAREHOUSE;0.889;0.857;0.8794;11;15
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q127;MODELLI PROBABILISTICI PER LE DECISIONI;F1801Q127 - MODELLI PROBABILISTICI PER LE DECISIONI;0.83;0.949;0.8657;12;14
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q104;DATA ANALYTICS;F1801Q104 - DATA ANALYTICS;0.982;0.583;0.8623;13;13
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q126;LABORATORIO DI INTERACTION DESIGN;F1801Q126 - LABORATORIO DI INTERACTION DESIGN;1.0;0.5;0.85;14;12
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q106;INTELLIGENZA ARTIFICIALE;F1801Q106 - INTELLIGENZA ARTIFICIALE;0.972;0.563;0.8493;15;11
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q134;APPRENDIMENTO AUTOMATICO;F1801Q134 - APPRENDIMENTO AUTOMATICO;0.934;0.585;0.8293;16;10
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q129;SISTEMI E SERVIZI DI TELECOMUNICAZIONE;F1801Q129 - SISTEMI E SERVIZI DI TELECOMUNICAZIONE;0.828;0.767;0.8097;17;9
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q123;SICUREZZA INFORMATICA;F1801Q123 - SICUREZZA INFORMATICA;0.833;0.672;0.7847;18;8
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q105;DATA AND TEXT MINING;F1801Q105 - DATA AND TEXT MINING;0.841;0.647;0.7828;19;7
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q120;INFORMATICA GRAFICA;F1801Q120 - INFORMATICA GRAFICA;0.864;0.579;0.7785;20;6
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q103;SISTEMI INFORMATIVI;F1801Q103 - SISTEMI INFORMATIVI;0.917;0.455;0.7784;21;5
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q110;INFORMATION RETRIEVAL;F1801Q110 - INFORMATION RETRIEVAL;0.815;0.628;0.7589;22;4
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q124;TECNOLOGIE ED APPLICAZIONI DEI SISTEMI DISTRIBUITI;F1801Q124 - TECNOLOGIE ED APPLICAZIONI DEI SISTEMI DISTRIBUITI;0.792;0.667;0.7545;23;3
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q132;MODELLI E COMPUTAZIONE;F1801Q132 - MODELLI E COMPUTAZIONE;0.751;0.569;0.6964;24;2
F1801Q;INFORMATICA;F1801Q - INFORMATICA;F1801Q122;TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA;F1801Q122 - TEORIA DELL'INFORMAZIONE E CRITTOGRAFIA;0.694;0.522;0.6424;25;1
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q064;APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI;F4001Q064 - APPROSSIMAZIONE DI EQUAZIONI DIFFERENZIALI;0.922;0.842;0.898;1;13
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q099;GEOMETRIA SIMPLETTICA;F4001Q099 - GEOMETRIA SIMPLETTICA;0.963;0.6;0.8541;2;12
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q084;MATEMATICA ELEMENTARE;F4001Q084 - MATEMATICA ELEMENTARE;0.967;0.556;0.8437;3;11
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q072;TEORIA DELLE RAPPRESENTAZIONI;F4001Q072 - TEORIA DELLE RAPPRESENTAZIONI;0.869;0.778;0.8417;4;10
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q059;PROCESSI STOCASTICI;F4001Q059 - PROCESSI STOCASTICI;0.802;0.889;0.8281;5;9
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q080;MODELLAZIONE GEOMETRICA E GRAFICA COMPUTAZIONALE;F4001Q080 - MODELLAZIONE GEOMETRICA E GRAFICA COMPUTAZIONALE;0.875;0.667;0.8126;6;8
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q055;ANALISI SUPERIORE;F4001Q055 - ANALISI SUPERIORE;0.852;0.692;0.804;7;7
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q094;METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO;F4001Q094 - METODI MATEMATICI PER L?ANALISI ECONOMICA ? CONTROLLO OTTIMO;0.875;0.462;0.7511;8;6
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q073;TEORIA DEI NUMERI E CRITTOGRAFIA;F4001Q073 - TEORIA DEI NUMERI E CRITTOGRAFIA;0.741;0.643;0.7116;9;5
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q083;ARGOMENTI DI GEOMETRIA E TOPOLOGIA;F4001Q083 - ARGOMENTI DI GEOMETRIA E TOPOLOGIA;0.738;0.636;0.7074;10;4
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q079;GEOMETRIA E FISICA;F4001Q079 - GEOMETRIA E FISICA;0.7;0.714;0.7042;11;3
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q090;COMBINATORICA ALGEBRICA;F4001Q090 - COMBINATORICA ALGEBRICA;0.708;0.667;0.6957;12;2
F4001Q;MATEMATICA;F4001Q - MATEMATICA;F4001Q074;ANALISI ARMONICA;F4001Q074 - ANALISI ARMONICA;0.667;0.5;0.6169;13;1
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N076;MANAGEMENT PER LE IMPRESE TURISTICHE;F4901N076 - MANAGEMENT PER LE IMPRESE TURISTICHE;0.887;0.895;0.8894;1;11
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N003;COMUNICAZIONE PER IL TURISMO;F4901N003 - COMUNICAZIONE PER IL TURISMO;0.891;0.762;0.8523;2;10
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N066;TURISTI E SCENARI TURISTICI;F4901N066 - TURISTI E SCENARI TURISTICI;0.789;0.95;0.8373;3;9
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N072;ECONOMIA DELLA GOVERNANCE GLOBALE;F4901N072 - ECONOMIA DELLA GOVERNANCE GLOBALE;0.759;1.0;0.8313;4;8
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N013;POLITICHE PER LO SVILUPPO RURALE;F4901N013 - POLITICHE PER LO SVILUPPO RURALE;0.725;1.0;0.8075;5;7
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N070;DEMOGRAFIA INTERNAZIONALE;F4901N070 - DEMOGRAFIA INTERNAZIONALE;0.801;0.78;0.7947;6;6
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N004;STORIA DELLE POLITICHE CULTURALI;F4901N004 - STORIA DELLE POLITICHE CULTURALI;0.824;0.714;0.791;7;5
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N015;RELAZIONI INTERCULTURALI;F4901N015 - RELAZIONI INTERCULTURALI;0.833;0.615;0.7676;8;4
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N074;GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI;F4901N074 - GEOGRAFIA DEGLI SPAZI EXTRAEUROPEI;0.704;0.818;0.7382;9;3
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N071;METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE;F4901N071 - METODI QUANTITATIVI E QUALITATIVI DELLA RICERCA SOCIALE;0.706;0.696;0.703;10;2
F4901N;TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N - TURISMO, TERRITORIO E SVILUPPO LOCALE;F4901N009;GEOGRAFIA;F4901N009 - GEOGRAFIA;0.767;0.512;0.6905;11;1
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P126;PSICOBIOLOGIA DEL CICLO DI VITA;F5101P126 - PSICOBIOLOGIA DEL CICLO DI VITA;0.932;0.861;0.9107;1;6
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P140;PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO;F5101P140 - PSICOLOGIA E PSICOPATOLOGIA DELLO SVILUPPO DEL LINGUAGGIO;0.905;0.913;0.9074;2;5
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P138;DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO;F5101P138 - DALLA DIAGNOSI ALLA INDICAZIONE DEL TRATTAMENTO;0.849;0.886;0.8601;3;4
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P121;NEUROPSICOLOGIA DELLO SVILUPPO;F5101P121 - NEUROPSICOLOGIA DELLO SVILUPPO;0.818;0.766;0.8024;4;3
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P137;NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI;F5101P137 - NORMALITA' E PATOLOGIA NELLE RELAZIONI FAMILIARI;0.8;0.681;0.7643;5;2
F5101P;PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P - PSICOLOGIA CLINICA, DELLO SVILUPPO E NEUROPSICOLOGIA;F5101P139;PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;F5101P139 - PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;0.825;0.594;0.7557;6;1
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P095;LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI;F5102P095 - LA RICERCA-INTERVENTO NEI GRUPPI E NELLE ORGANIZZAZIONI;1.0;0.973;0.9919;1;17
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P023;PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE;F5102P023 - PSICOLOGIA DELLE DIFFERENZE E DELLE DISEGUAGLIANZE;1.0;0.923;0.9769;2;16
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P016;ATTEGGIAMENTI E OPINIONI;F5102P016 - ATTEGGIAMENTI E OPINIONI;0.923;1.0;0.9461;3;15
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P007;PSICOSOCIOLOGIA DEI GRUPPI E DELLE ORGANIZZAZIONI;F5102P007 - PSICOSOCIOLOGIA DEI GRUPPI E DELLE ORGANIZZAZIONI;0.913;0.99;0.9361;4;14
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P019;PSICOLOGIA DELLE CONDOTTE FINANZIARIE;F5102P019 - PSICOLOGIA DELLE CONDOTTE FINANZIARIE;0.938;0.778;0.89;5;13
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P022;INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE;F5102P022 - INTERVENTO PSICOSOCIALE DI PROMOZIONE DEL BENESSERE;0.92;0.69;0.851;6;12
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P020;STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI;F5102P020 - STRUMENTI DI INDAGINE PER LE ORGANIZZAZIONI ED I MERCATI;0.86;0.781;0.8363;7;11
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P012;COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE;F5102P012 - COMUNICAZIONE NELLE ORGANIZZAZIONE E COMUNICAZIONE SOCIALE;0.897;0.67;0.8289;8;10
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P001;PSICOLOGIA SOCIALE : CORSO AVANZATO;F5102P001 - PSICOLOGIA SOCIALE : CORSO AVANZATO;0.84;0.756;0.8148;9;9
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P014;PROCESSI MOTIVAZIONALI E DECISION MAKING;F5102P014 - PROCESSI MOTIVAZIONALI E DECISION MAKING;0.926;0.548;0.8126;10;8
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P015;PSICOLOGIA DELLE INFLUENZE SOCIALI;F5102P015 - PSICOLOGIA DELLE INFLUENZE SOCIALI;0.833;0.739;0.8048;11;7
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P005;PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO;F5102P005 - PSICOLOGIA DEL PENSIERO E DEI PROCESSI DECISIONALI: CORSO AVANZATO;0.882;0.519;0.7731;12;6
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P094;PSICOLOGIA SOCIALE DELLA RELIGIONE;F5102P094 - PSICOLOGIA SOCIALE DELLA RELIGIONE;0.819;0.6;0.7533;13;5
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P002;CONSULENZA, INTERVENTO, E SVILUPPO ORGANIZZATIVO;F5102P002 - CONSULENZA, INTERVENTO, E SVILUPPO ORGANIZZATIVO;0.797;0.607;0.74;14;4
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P006;METODOLOGIE QUANTITATIVE;F5102P006 - METODOLOGIE QUANTITATIVE;0.689;0.657;0.6794;15;3
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P017;PSICOLOGIA DEI CONSUMI;F5102P017 - PSICOLOGIA DEI CONSUMI;0.76;0.435;0.6625;16;2
F5102P;PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P - PSICOLOGIA DEI PROCESSI SOCIALI, DECISIONALI E DEI COMPORTAMENTI ECONOMICI;F5102P003;METODOLOGIE QUALITATIVE;F5102P003 - METODOLOGIE QUALITATIVE;0.704;0.563;0.6617;17;1
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P073;PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO;F5103P073 - PSICOLOGIA DELLO SVILUPPO DEL LINGUAGGIO ORALE E SCRITTO;0.903;0.937;0.9132;1;17
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P076;PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA;F5103P076 - PEDAGOGIA GENERALE E ORGANIZZAZIONE SCOLASTICA;0.825;0.895;0.846;2;16
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5104P009;FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO;F5104P009 - FATTORI DI RISCHIO E DI PROTEZIONE NELLO SVILUPPO ATIPICO;0.799;0.923;0.8362;3;15
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P062;ECOLOGIA DELLO SVILUPPO;F5103P062 - ECOLOGIA DELLO SVILUPPO;0.86;0.77;0.833;4;14
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P065;PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI;F5103P065 - PSICOLOGIA SOCIALE DEI CONTESTI EDUCATIVI;0.839;0.789;0.824;5;13
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P006;PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA;F5103P006 - PSICOLOGIA DELLA DISABILITÀ E DELLA INTEGRAZIONE SCOLASTICA;0.741;1.0;0.8187;6;12
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P012;PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE;F5103P012 - PEDAGOGIA INTERCULTURALE E DELLA COOPERAZIONE;0.817;0.8;0.8119;7;11
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P005;PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO;F5103P005 - PSICOLOGIA DELLO SVILUPPO SOCIO-AFFETTIVO;0.857;0.667;0.8;8;10
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P010;FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO;F5103P010 - FATTORI EMOTIVI E RELAZIONALI DELL'APPRENDIMENTO;0.792;0.812;0.798;9;9
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5104P006;COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO;F5104P006 - COMPITI EVOLUTIVI E CLINICA DELL'ADOLESCENTE E DEL GIOVANE ADULTO;0.817;0.5;0.7219;10;8
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P003;PSICOLOGIA DELLO SVILUPPO COGNITIVO;F5103P003 - PSICOLOGIA DELLO SVILUPPO COGNITIVO;0.717;0.697;0.711;11;7
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5101P139;PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;F5101P139 - PSICOLOGIA DELLA SALUTE E INTERVENTI CLINICI IN AMBITO SANITARIO;0.792;0.5;0.7044;12;6
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P009;PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA';F5103P009 - PSICODINAMICA E ASSESSMENT DELLA GENITORIALITA';0.8;0.357;0.6671;13;5
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P066;NEUROPSICOLOGIA DELLO SVILUPPO;F5103P066 - NEUROPSICOLOGIA DELLO SVILUPPO;0.576;0.774;0.6354;14;4
F5103P;PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P - PSICOLOGIA DELLO SVILUPPO E DEI PROCESSI EDUCATIVI;F5103P072;TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO;F5103P072 - TECNICHE STATISTICHE PER L'ANALISI DEL CAMBIAMENTO;0.676;0.533;0.6331;15;3
